state,date,sex,ethnicity,population,abs
Selangor,1/1/2018,female,indian,363.9,1872
Selangor,1/1/2018,male,indian,363.9,2811
Selangor,1/1/2019,female,indian,365.8,1897
Selangor,1/1/2019,male,indian,365.2,2846
Selangor,1/1/2020,female,indian,356,1682
Selangor,1/1/2020,male,indian,370.1,2491
Selangor,1/1/2021,female,indian,357.5,2848
Selangor,1/1/2021,male,indian,370.7,4107
Selangor,1/1/2022,female,indian,357.7,2255
Selangor,1/1/2022,male,indian,369.9,3262
Selangor,1/1/2023,female,indian,358.9,2220
Selangor,1/1/2023,male,indian,370.2,3208
Terengganu,1/1/2000,female,indian,0.8,3
Terengganu,1/1/2000,male,indian,1.1,10
Terengganu,1/1/2001,female,indian,0.9,1
Terengganu,1/1/2001,male,indian,1.1,13
Terengganu,1/1/2002,female,indian,0.9,5
Terengganu,1/1/2002,male,indian,1.2,9
Terengganu,1/1/2003,female,indian,0.9,5
Terengganu,1/1/2003,male,indian,1.2,11
Terengganu,1/1/2004,female,indian,0.9,3
Terengganu,1/1/2004,male,indian,1.3,13
Terengganu,1/1/2005,female,indian,1,1
Terengganu,1/1/2005,male,indian,1.3,12
Terengganu,1/1/2006,female,indian,1,3
Terengganu,1/1/2006,male,indian,1.4,13
Terengganu,1/1/2007,female,indian,1,1
Terengganu,1/1/2007,male,indian,1.4,7
Terengganu,1/1/2008,female,indian,1.1,7
Terengganu,1/1/2008,male,indian,1.4,12
Terengganu,1/1/2009,female,indian,1.1,5
Terengganu,1/1/2009,male,indian,1.5,11
Terengganu,1/1/2010,female,indian,1.1,5
Terengganu,1/1/2010,male,indian,1.5,13
Terengganu,1/1/2011,female,indian,1.1,2
Terengganu,1/1/2011,male,indian,1.7,13
Terengganu,1/1/2012,female,indian,1.1,4
Terengganu,1/1/2012,male,indian,1.6,12
Terengganu,1/1/2013,female,indian,1.1,2
Terengganu,1/1/2013,male,indian,1.6,12
Terengganu,1/1/2014,female,indian,1.1,5
Terengganu,1/1/2014,male,indian,1.6,9
Terengganu,1/1/2015,female,indian,1.2,2
Terengganu,1/1/2015,male,indian,1.6,8
Terengganu,1/1/2016,female,indian,1.2,5
Terengganu,1/1/2016,male,indian,1.2,10
Terengganu,1/1/2017,female,indian,1.2,3
Terengganu,1/1/2017,male,indian,1.3,12
Terengganu,1/1/2018,female,indian,1.2,1
Terengganu,1/1/2018,male,indian,1.3,15
Terengganu,1/1/2019,female,indian,1.2,1
Terengganu,1/1/2019,male,indian,1.3,9
Terengganu,1/1/2020,female,indian,1.1,5
Terengganu,1/1/2020,male,indian,1,9
Terengganu,1/1/2021,female,indian,1.1,4
Terengganu,1/1/2021,male,indian,1,15
Terengganu,1/1/2022,female,indian,1.1,11
Terengganu,1/1/2022,male,indian,1,10
Terengganu,1/1/2023,female,indian,1.1,4
Terengganu,1/1/2023,male,indian,1,18
Kuala Lumpur,1/1/2000,female,indian,73.7,277
Kuala Lumpur,1/1/2000,male,indian,75.9,510
Kuala Lumpur,1/1/2001,female,indian,74.4,286
Kuala Lumpur,1/1/2001,male,indian,76.5,511
Kuala Lumpur,1/1/2002,female,indian,74.9,292
Kuala Lumpur,1/1/2002,male,indian,77,539
Kuala Lumpur,1/1/2003,female,indian,75.5,256
Kuala Lumpur,1/1/2003,male,indian,77.5,496
Kuala Lumpur,1/1/2004,female,indian,76,254
Kuala Lumpur,1/1/2004,male,indian,77.9,527
Kuala Lumpur,1/1/2005,female,indian,76.5,274
Kuala Lumpur,1/1/2005,male,indian,78.2,478
Kuala Lumpur,1/1/2006,female,indian,76.9,283
Kuala Lumpur,1/1/2006,male,indian,78.6,484
Kuala Lumpur,1/1/2007,female,indian,77.3,295
Kuala Lumpur,1/1/2007,male,indian,78.9,481
Kuala Lumpur,1/1/2008,female,indian,77.7,284
Kuala Lumpur,1/1/2008,male,indian,79.2,527
Kuala Lumpur,1/1/2009,female,indian,78,333
Kuala Lumpur,1/1/2009,male,indian,79.4,575
Kuala Lumpur,1/1/2010,female,indian,78.3,302
Kuala Lumpur,1/1/2010,male,indian,79.6,589
Kuala Lumpur,1/1/2011,female,indian,79.1,296
Kuala Lumpur,1/1/2011,male,indian,80.1,580
Kuala Lumpur,1/1/2012,female,indian,78,350
Kuala Lumpur,1/1/2012,male,indian,79.2,642
Kuala Lumpur,1/1/2013,female,indian,77.2,376
Kuala Lumpur,1/1/2013,male,indian,77.9,609
Kuala Lumpur,1/1/2014,female,indian,77,377
Kuala Lumpur,1/1/2014,male,indian,76.8,615
Kuala Lumpur,1/1/2015,female,indian,77.2,378
Kuala Lumpur,1/1/2015,male,indian,76.3,623
Kuala Lumpur,1/1/2016,female,indian,76.7,399
Kuala Lumpur,1/1/2016,male,indian,75,633
Kuala Lumpur,1/1/2017,female,indian,76.6,462
Kuala Lumpur,1/1/2017,male,indian,74.7,634
Kuala Lumpur,1/1/2018,female,indian,76.8,455
Kuala Lumpur,1/1/2018,male,indian,74.6,666
Kuala Lumpur,1/1/2019,female,indian,77.1,465
Kuala Lumpur,1/1/2019,male,indian,74.7,681
Kuala Lumpur,1/1/2020,female,indian,86.6,403
Kuala Lumpur,1/1/2020,male,indian,91.5,635
Kuala Lumpur,1/1/2021,female,indian,86.4,711
Kuala Lumpur,1/1/2021,male,indian,91.1,952
Kuala Lumpur,1/1/2022,female,indian,86.4,542
Kuala Lumpur,1/1/2022,male,indian,90.7,828
Kuala Lumpur,1/1/2023,female,indian,86.5,552
Kuala Lumpur,1/1/2023,male,indian,90.5,803
Labuan,1/1/2000,female,indian,0.4,0
Labuan,1/1/2000,male,indian,0.5,0
Labuan,1/1/2001,female,indian,0.4,0
Labuan,1/1/2001,male,indian,0.5,2
Labuan,1/1/2002,female,indian,0.4,0
Labuan,1/1/2002,male,indian,0.5,4
Labuan,1/1/2003,female,indian,0.3,0
Labuan,1/1/2003,male,indian,0.5,2
Labuan,1/1/2004,female,indian,0.3,0
Labuan,1/1/2004,male,indian,0.5,2
Labuan,1/1/2005,female,indian,0.3,5
Labuan,1/1/2005,male,indian,0.4,2
Labuan,1/1/2006,female,indian,0.3,2
Labuan,1/1/2006,male,indian,0.4,1
Labuan,1/1/2007,female,indian,0.3,0
Labuan,1/1/2007,male,indian,0.4,1
Labuan,1/1/2008,female,indian,0.3,0
Labuan,1/1/2008,male,indian,0.4,3
Labuan,1/1/2009,female,indian,0.3,0
Labuan,1/1/2009,male,indian,0.4,3
Labuan,1/1/2010,female,indian,0.3,1
Labuan,1/1/2010,male,indian,0.4,3
Labuan,1/1/2011,female,indian,0.3,1
Labuan,1/1/2011,male,indian,0.4,4
Labuan,1/1/2012,female,indian,0.3,2
Labuan,1/1/2012,male,indian,0.4,4
Labuan,1/1/2013,female,indian,0.3,1
Labuan,1/1/2013,male,indian,0.4,2
Labuan,1/1/2014,female,indian,0.3,0
Labuan,1/1/2014,male,indian,0.4,0
Labuan,1/1/2015,female,indian,0.3,1
Labuan,1/1/2015,male,indian,0.4,2
Labuan,1/1/2016,female,indian,0.3,2
Labuan,1/1/2016,male,indian,0.4,1
Labuan,1/1/2017,female,indian,0.3,1
Labuan,1/1/2017,male,indian,0.4,2
Labuan,1/1/2018,female,indian,0.3,1
Labuan,1/1/2018,male,indian,0.4,3
Labuan,1/1/2019,female,indian,0.3,0
Labuan,1/1/2019,male,indian,0.4,2
Labuan,1/1/2020,female,indian,0.5,3
Labuan,1/1/2020,male,indian,0.4,1
Labuan,1/1/2021,female,indian,0.4,2
Labuan,1/1/2021,male,indian,0.4,3
Labuan,1/1/2022,female,indian,0.4,2
Labuan,1/1/2022,male,indian,0.4,3
Labuan,1/1/2023,female,indian,0.4,0
Labuan,1/1/2023,male,indian,0.4,2
Putrajaya,1/1/2010,female,indian,0.5,3
Putrajaya,1/1/2010,male,indian,0.4,1
Putrajaya,1/1/2011,female,indian,0.5,2
Putrajaya,1/1/2011,male,indian,0.4,2
Putrajaya,1/1/2012,female,indian,0.5,1
Putrajaya,1/1/2012,male,indian,0.5,1
Putrajaya,1/1/2013,female,indian,0.5,2
Putrajaya,1/1/2013,male,indian,0.5,3
Putrajaya,1/1/2014,female,indian,0.6,1
Putrajaya,1/1/2014,male,indian,0.5,2
Putrajaya,1/1/2015,female,indian,0.6,0
Putrajaya,1/1/2015,male,indian,0.5,4
Putrajaya,1/1/2016,female,indian,0.6,2
Putrajaya,1/1/2016,male,indian,0.6,3
Putrajaya,1/1/2017,female,indian,0.6,3
Putrajaya,1/1/2017,male,indian,0.6,4
Putrajaya,1/1/2018,female,indian,0.8,3
Putrajaya,1/1/2018,male,indian,0.7,2
Putrajaya,1/1/2019,female,indian,0.9,2
Putrajaya,1/1/2019,male,indian,0.7,3
Putrajaya,1/1/2020,female,indian,0.7,2
Putrajaya,1/1/2020,male,indian,0.6,2
Putrajaya,1/1/2021,female,indian,0.7,6
Putrajaya,1/1/2021,male,indian,0.6,5
Putrajaya,1/1/2022,female,indian,0.7,5
Putrajaya,1/1/2022,male,indian,0.7,4
Putrajaya,1/1/2023,female,indian,0.7,2
Putrajaya,1/1/2023,male,indian,0.7,4
Johor,1/1/2000,both,bumi_malay,1452.5,6745
Johor,1/1/2000,both,chinese,923.2,4125
Johor,1/1/2000,both,indian,178.9,808
Johor,1/1/2001,both,bumi_malay,1486.9,7295
Johor,1/1/2001,both,chinese,939.1,4116
Johor,1/1/2001,both,indian,183.3,827
Johor,1/1/2002,both,bumi_malay,1519.9,7606
Johor,1/1/2002,both,chinese,952.6,4459
Johor,1/1/2002,both,indian,187.7,881
Johor,1/1/2003,both,bumi_malay,1551,7640
Johor,1/1/2003,both,chinese,965.2,4514
Johor,1/1/2003,both,indian,191.7,947
Johor,1/1/2004,both,bumi_malay,1582.8,7716
Johor,1/1/2004,both,chinese,976.9,4595
Johor,1/1/2004,both,indian,195.8,965
Johor,1/1/2005,both,bumi_malay,1613.9,7969
Johor,1/1/2005,both,chinese,988.5,4631
Johor,1/1/2005,both,indian,199.7,1000
Johor,1/1/2006,both,bumi_malay,1645,8177
Johor,1/1/2006,both,chinese,999.9,4698
Johor,1/1/2006,both,indian,203.5,1093
Johor,1/1/2007,both,bumi_malay,1675.7,8539
Johor,1/1/2007,both,chinese,1010.8,4892
Johor,1/1/2007,both,indian,207.3,1101
Johor,1/1/2008,both,bumi_malay,1705.7,8967
Johor,1/1/2008,both,chinese,1021.9,5204
Johor,1/1/2008,both,indian,211.1,1143
Johor,1/1/2009,both,bumi_malay,1735.3,8961
Johor,1/1/2009,both,chinese,1031.6,5190
Johor,1/1/2009,both,indian,214.8,1166
Johor,1/1/2010,both,bumi_malay,1766.5,8997
Johor,1/1/2010,both,chinese,1041.1,5169
Johor,1/1/2010,both,indian,218.5,1218
Johor,1/1/2011,both,bumi_malay,1792.3,9149
Johor,1/1/2011,both,chinese,1049.9,5407
Johor,1/1/2011,both,indian,220.2,1273
Johor,1/1/2012,both,bumi_malay,1812.5,9622
Johor,1/1/2012,both,chinese,1057.2,5599
Johor,1/1/2012,both,indian,221.9,1264
Johor,1/1/2013,both,bumi_malay,1832.8,9858
Johor,1/1/2013,both,chinese,1065.7,5779
Johor,1/1/2013,both,indian,224.2,1372
Johor,1/1/2014,both,bumi_malay,1858.7,9875
Johor,1/1/2014,both,chinese,1072.8,5945
Johor,1/1/2014,both,indian,227.6,1390
Johor,1/1/2015,both,bumi_malay,1886.5,10474
Johor,1/1/2015,both,chinese,1078.8,6178
Johor,1/1/2015,both,indian,230.8,1478
Johor,1/1/2016,both,bumi_malay,1908.6,11156
Johor,1/1/2016,both,chinese,1085.4,6404
Johor,1/1/2016,both,indian,232.5,1550
Johor,1/1/2017,both,bumi_malay,1937,11547
Johor,1/1/2017,both,chinese,1092.8,6641
Johor,1/1/2017,both,indian,235.6,1658
Johor,1/1/2018,both,bumi_malay,1971.3,11812
Johor,1/1/2018,both,chinese,1098.6,6773
Johor,1/1/2018,both,indian,239.1,1708
Johor,1/1/2019,both,bumi_malay,2005.5,12162
Johor,1/1/2019,both,chinese,1103.9,6967
Johor,1/1/2019,both,indian,241.8,1835
Johor,1/1/2020,both,bumi_malay,2158.4,11476
Johor,1/1/2020,both,chinese,1208.7,6802
Johor,1/1/2020,both,indian,244.3,1574
Johor,1/1/2021,both,bumi_malay,2188.7,15290
Johor,1/1/2021,both,chinese,1211.5,8095
Johor,1/1/2021,both,indian,244.9,2059
Johor,1/1/2022,both,bumi_malay,2208.6,14317
Johor,1/1/2022,both,chinese,1210.1,8090
Johor,1/1/2022,both,indian,244.7,1912
Johor,1/1/2023,both,bumi_malay,2233.8,13563
Johor,1/1/2023,both,chinese,1211.1,8182
Johor,1/1/2023,both,indian,245.8,1989
Kedah,1/1/2000,both,bumi_malay,1256.2,6672
Kedah,1/1/2000,both,chinese,244.7,1402
Kedah,1/1/2000,both,indian,117.9,646
Kedah,1/1/2001,both,bumi_malay,1279.3,6881
Kedah,1/1/2001,both,chinese,246.9,1416
Kedah,1/1/2001,both,indian,120,628
Kedah,1/1/2002,both,bumi_malay,1301.7,7346
Kedah,1/1/2002,both,chinese,248.7,1538
Kedah,1/1/2002,both,indian,122,756
Kedah,1/1/2003,both,bumi_malay,1322.6,7783
Kedah,1/1/2003,both,chinese,250.3,1540
Kedah,1/1/2003,both,indian,124,682
Kedah,1/1/2004,both,bumi_malay,1343.4,7534
Kedah,1/1/2004,both,chinese,251.6,1548
Kedah,1/1/2004,both,indian,126,717
Kedah,1/1/2005,both,bumi_malay,1363.7,7729
Kedah,1/1/2005,both,chinese,252.8,1572
Kedah,1/1/2005,both,indian,127.9,697
Kedah,1/1/2006,both,bumi_malay,1383.6,8091
Kedah,1/1/2006,both,chinese,253.7,1570
Kedah,1/1/2006,both,indian,129.7,736
Kedah,1/1/2007,both,bumi_malay,1403.2,8257
Kedah,1/1/2007,both,chinese,254.6,1517
Kedah,1/1/2007,both,indian,131.4,754
Kedah,1/1/2008,both,bumi_malay,1422.2,8307
Kedah,1/1/2008,both,chinese,255.4,1652
Kedah,1/1/2008,both,indian,133.1,776
Kedah,1/1/2009,both,bumi_malay,1441.8,8912
Kedah,1/1/2009,both,chinese,256.2,1661
Kedah,1/1/2009,both,indian,134.8,714
Kedah,1/1/2010,both,bumi_malay,1463.6,8850
Kedah,1/1/2010,both,chinese,257,1684
Kedah,1/1/2010,both,indian,136.7,829
Kedah,1/1/2011,both,bumi_malay,1481.2,9039
Kedah,1/1/2011,both,chinese,256.9,1681
Kedah,1/1/2011,both,indian,137.2,841
Kedah,1/1/2012,both,bumi_malay,1508.4,9377
Kedah,1/1/2012,both,chinese,257.1,1628
Kedah,1/1/2012,both,indian,137.8,936
Kedah,1/1/2013,both,bumi_malay,1533.5,9573
Kedah,1/1/2013,both,chinese,257.3,1757
Kedah,1/1/2013,both,indian,138.3,876
Kedah,1/1/2014,both,bumi_malay,1558,9977
Kedah,1/1/2014,both,chinese,257.2,1816
Kedah,1/1/2014,both,indian,138.9,939
Kedah,1/1/2015,both,bumi_malay,1583.5,10521
Kedah,1/1/2015,both,chinese,257.6,1907
Kedah,1/1/2015,both,indian,140.2,962
Kedah,1/1/2016,both,bumi_malay,1603,10631
Kedah,1/1/2016,both,chinese,257.3,1860
Kedah,1/1/2016,both,indian,140.5,946
Kedah,1/1/2017,both,bumi_malay,1625.4,11161
Kedah,1/1/2017,both,chinese,256.5,1869
Kedah,1/1/2017,both,indian,141,964
Kedah,1/1/2018,both,bumi_malay,1643,11292
Kedah,1/1/2018,both,chinese,257.8,1944
Kedah,1/1/2018,both,indian,140.9,999
Kedah,1/1/2019,both,bumi_malay,1661,10974
Kedah,1/1/2019,both,chinese,259.1,1935
Kedah,1/1/2019,both,indian,140.8,1070
Kedah,1/1/2020,both,bumi_malay,1624.8,10540
Kedah,1/1/2020,both,chinese,250.6,1884
Kedah,1/1/2020,both,indian,129.1,969
Kedah,1/1/2021,both,bumi_malay,1653,14314
Kedah,1/1/2021,both,chinese,250.6,2260
Kedah,1/1/2021,both,indian,129.1,1448
Kedah,1/1/2022,both,bumi_malay,1665.5,13747
Kedah,1/1/2022,both,chinese,249.5,2309
Kedah,1/1/2022,both,indian,128.6,1167
Kedah,1/1/2023,both,bumi_malay,1682,12859
Kedah,1/1/2023,both,chinese,248.6,2260
Kedah,1/1/2023,both,indian,128.6,1209
Kelantan,1/1/2000,both,bumi_malay,1261.4,7046
Kelantan,1/1/2000,both,chinese,50,328
Kelantan,1/1/2000,both,indian,3.9,32
Kelantan,1/1/2001,both,bumi_malay,1287.3,7216
Kelantan,1/1/2001,both,chinese,50.4,343
Kelantan,1/1/2001,both,indian,3.9,29
Kelantan,1/1/2002,both,bumi_malay,1311.3,7701
Kelantan,1/1/2002,both,chinese,50.7,362
Kelantan,1/1/2002,both,indian,4,27
Kelantan,1/1/2003,both,bumi_malay,1332.3,8008
Kelantan,1/1/2003,both,chinese,51,337
Kelantan,1/1/2003,both,indian,4.1,24
Kelantan,1/1/2004,both,bumi_malay,1353,7934
Kelantan,1/1/2004,both,chinese,51.2,357
Kelantan,1/1/2004,both,indian,4.1,24
Kelantan,1/1/2005,both,bumi_malay,1372.8,8185
Kelantan,1/1/2005,both,chinese,51.5,336
Kelantan,1/1/2005,both,indian,4.2,24
Kelantan,1/1/2006,both,bumi_malay,1391.4,8298
Kelantan,1/1/2006,both,chinese,51.7,335
Kelantan,1/1/2006,both,indian,4.3,31
Kelantan,1/1/2007,both,bumi_malay,1410.4,8550
Kelantan,1/1/2007,both,chinese,51.9,351
Kelantan,1/1/2007,both,indian,4.3,22
Kelantan,1/1/2008,both,bumi_malay,1428.6,9050
Kelantan,1/1/2008,both,chinese,52,337
Kelantan,1/1/2008,both,indian,4.4,32
Kelantan,1/1/2009,both,bumi_malay,1447.1,9435
Kelantan,1/1/2009,both,chinese,52.2,397
Kelantan,1/1/2009,both,indian,4.5,31
Kelantan,1/1/2010,both,bumi_malay,1467,9192
Kelantan,1/1/2010,both,chinese,52.4,359
Kelantan,1/1/2010,both,indian,4.5,28
Kelantan,1/1/2011,both,bumi_malay,1492.5,9380
Kelantan,1/1/2011,both,chinese,52.8,367
Kelantan,1/1/2011,both,indian,4.7,19
Kelantan,1/1/2012,both,bumi_malay,1521.8,9214
Kelantan,1/1/2012,both,chinese,53.3,398
Kelantan,1/1/2012,both,indian,4.7,35
Kelantan,1/1/2013,both,bumi_malay,1553.8,9386
Kelantan,1/1/2013,both,chinese,53.1,375
Kelantan,1/1/2013,both,indian,4.7,24
Kelantan,1/1/2014,both,bumi_malay,1585.8,9912
Kelantan,1/1/2014,both,chinese,54,402
Kelantan,1/1/2014,both,indian,4.8,23
Kelantan,1/1/2015,both,bumi_malay,1620.2,10168
Kelantan,1/1/2015,both,chinese,54.7,382
Kelantan,1/1/2015,both,indian,4.8,26
Kelantan,1/1/2016,both,bumi_malay,1653.6,10125
Kelantan,1/1/2016,both,chinese,55.4,417
Kelantan,1/1/2016,both,indian,4.8,24
Kelantan,1/1/2017,both,bumi_malay,1683.4,10483
Kelantan,1/1/2017,both,chinese,55.8,412
Kelantan,1/1/2017,both,indian,4.8,36
Kelantan,1/1/2018,both,bumi_malay,1713.1,10582
Kelantan,1/1/2018,both,chinese,56.3,413
Kelantan,1/1/2018,both,indian,4.8,27
Kelantan,1/1/2019,both,bumi_malay,1740.4,10674
Kelantan,1/1/2019,both,chinese,56.8,406
Kelantan,1/1/2019,both,indian,4.8,31
Kelantan,1/1/2020,both,bumi_malay,1671.4,10228
Kelantan,1/1/2020,both,chinese,44.7,427
Kelantan,1/1/2020,both,indian,4.7,21
Kelantan,1/1/2021,both,bumi_malay,1695,13041
Kelantan,1/1/2021,both,chinese,44.7,491
Kelantan,1/1/2021,both,indian,4.8,40
Kelantan,1/1/2022,both,bumi_malay,1714.1,12602
Kelantan,1/1/2022,both,chinese,44.5,478
Kelantan,1/1/2022,both,indian,4.8,36
Kelantan,1/1/2023,both,bumi_malay,1736.8,11039
Kelantan,1/1/2023,both,chinese,44.3,458
Kelantan,1/1/2023,both,indian,4.8,26
Malacca,1/1/2000,both,bumi_malay,388.6,2222
Malacca,1/1/2000,both,chinese,182.5,1134
Malacca,1/1/2000,both,indian,40.8,264
Malacca,1/1/2001,both,bumi_malay,401.9,2250
Malacca,1/1/2001,both,chinese,186,1170
Malacca,1/1/2001,both,indian,41.8,260
Malacca,1/1/2002,both,bumi_malay,414.8,2428
Malacca,1/1/2002,both,chinese,189,1164
Malacca,1/1/2002,both,indian,42.7,263
Malacca,1/1/2003,both,bumi_malay,427.2,2376
Malacca,1/1/2003,both,chinese,192,1195
Malacca,1/1/2003,both,indian,43.6,282
Malacca,1/1/2004,both,bumi_malay,440.2,2418
Malacca,1/1/2004,both,chinese,194.7,1252
Malacca,1/1/2004,both,indian,44.5,278
Malacca,1/1/2005,both,bumi_malay,452.8,2505
Malacca,1/1/2005,both,chinese,197.3,1257
Malacca,1/1/2005,both,indian,45.3,269
Malacca,1/1/2006,both,bumi_malay,465.7,2458
Malacca,1/1/2006,both,chinese,199.8,1277
Malacca,1/1/2006,both,indian,46.2,271
Malacca,1/1/2007,both,bumi_malay,478.7,2502
Malacca,1/1/2007,both,chinese,202.3,1275
Malacca,1/1/2007,both,indian,47,269
Malacca,1/1/2008,both,bumi_malay,491.7,2681
Malacca,1/1/2008,both,chinese,204.7,1259
Malacca,1/1/2008,both,indian,47.8,306
Malacca,1/1/2009,both,bumi_malay,504.4,2699
Malacca,1/1/2009,both,chinese,207,1336
Malacca,1/1/2009,both,indian,48.6,312
Malacca,1/1/2010,both,bumi_malay,517.1,2667
Malacca,1/1/2010,both,chinese,209.3,1370
Malacca,1/1/2010,both,indian,49.4,299
Malacca,1/1/2011,both,bumi_malay,521.3,2713
Malacca,1/1/2011,both,chinese,210.7,1419
Malacca,1/1/2011,both,indian,47.8,336
Malacca,1/1/2012,both,bumi_malay,527.8,2778
Malacca,1/1/2012,both,chinese,211,1311
Malacca,1/1/2012,both,indian,47.5,342
Malacca,1/1/2013,both,bumi_malay,536.8,2868
Malacca,1/1/2013,both,chinese,213,1380
Malacca,1/1/2013,both,indian,48.6,353
Malacca,1/1/2014,both,bumi_malay,547.5,2874
Malacca,1/1/2014,both,chinese,214.2,1393
Malacca,1/1/2014,both,indian,49.2,338
Malacca,1/1/2015,both,bumi_malay,558.8,2993
Malacca,1/1/2015,both,chinese,215.9,1484
Malacca,1/1/2015,both,indian,49.9,339
Malacca,1/1/2016,both,bumi_malay,568.9,3125
Malacca,1/1/2016,both,chinese,216.9,1540
Malacca,1/1/2016,both,indian,50.6,377
Malacca,1/1/2017,both,bumi_malay,578.8,3303
Malacca,1/1/2017,both,chinese,216.8,1637
Malacca,1/1/2017,both,indian,50.8,406
Malacca,1/1/2018,both,bumi_malay,586.7,3312
Malacca,1/1/2018,both,chinese,217.2,1550
Malacca,1/1/2018,both,indian,51.1,401
Malacca,1/1/2019,both,bumi_malay,594.5,3379
Malacca,1/1/2019,both,chinese,217.4,1638
Malacca,1/1/2019,both,indian,51.4,384
Malacca,1/1/2020,both,bumi_malay,653.9,3244
Malacca,1/1/2020,both,chinese,205.2,1668
Malacca,1/1/2020,both,indian,52.4,402
Malacca,1/1/2021,both,bumi_malay,663.1,4387
Malacca,1/1/2021,both,chinese,204.9,1962
Malacca,1/1/2021,both,indian,52.4,502
Malacca,1/1/2022,both,bumi_malay,669.6,4060
Malacca,1/1/2022,both,chinese,204.3,1913
Malacca,1/1/2022,both,indian,52.4,503
Malacca,1/1/2023,both,bumi_malay,677,3758
Malacca,1/1/2023,both,chinese,203.8,1809
Malacca,1/1/2023,both,indian,52.4,448
Negeri Sembilan,1/1/2000,both,bumi_malay,466.7,2246
Negeri Sembilan,1/1/2000,both,chinese,216.8,1347
Negeri Sembilan,1/1/2000,both,indian,134,785
Negeri Sembilan,1/1/2001,both,bumi_malay,477.5,2477
Negeri Sembilan,1/1/2001,both,chinese,218.6,1348
Negeri Sembilan,1/1/2001,both,indian,135.8,717
Negeri Sembilan,1/1/2002,both,bumi_malay,487.9,2621
Negeri Sembilan,1/1/2002,both,chinese,219.7,1474
Negeri Sembilan,1/1/2002,both,indian,137.5,774
Negeri Sembilan,1/1/2003,both,bumi_malay,498.5,2618
Negeri Sembilan,1/1/2003,both,chinese,220.8,1383
Negeri Sembilan,1/1/2003,both,indian,139.1,816
Negeri Sembilan,1/1/2004,both,bumi_malay,509.5,2577
Negeri Sembilan,1/1/2004,both,chinese,221.9,1406
Negeri Sembilan,1/1/2004,both,indian,140.6,876
Negeri Sembilan,1/1/2005,both,bumi_malay,520.5,2709
Negeri Sembilan,1/1/2005,both,chinese,222.7,1439
Negeri Sembilan,1/1/2005,both,indian,142.1,819
Negeri Sembilan,1/1/2006,both,bumi_malay,531.6,2741
Negeri Sembilan,1/1/2006,both,chinese,223.6,1425
Negeri Sembilan,1/1/2006,both,indian,143.4,830
Negeri Sembilan,1/1/2007,both,bumi_malay,542.9,2711
Negeri Sembilan,1/1/2007,both,chinese,224.3,1443
Negeri Sembilan,1/1/2007,both,indian,144.7,834
Negeri Sembilan,1/1/2008,both,bumi_malay,553.7,3150
Negeri Sembilan,1/1/2008,both,chinese,224.9,1491
Negeri Sembilan,1/1/2008,both,indian,146,888
Negeri Sembilan,1/1/2009,both,bumi_malay,564.4,3135
Negeri Sembilan,1/1/2009,both,chinese,225.2,1566
Negeri Sembilan,1/1/2009,both,indian,147.3,907
Negeri Sembilan,1/1/2010,both,bumi_malay,575.1,3118
Negeri Sembilan,1/1/2010,both,chinese,225.5,1542
Negeri Sembilan,1/1/2010,both,indian,148.4,936
Negeri Sembilan,1/1/2011,both,bumi_malay,584.4,3178
Negeri Sembilan,1/1/2011,both,chinese,226.9,1544
Negeri Sembilan,1/1/2011,both,indian,151,940
Negeri Sembilan,1/1/2012,both,bumi_malay,587.8,3172
Negeri Sembilan,1/1/2012,both,chinese,227.5,1557
Negeri Sembilan,1/1/2012,both,indian,150.5,960
Negeri Sembilan,1/1/2013,both,bumi_malay,591.6,3333
Negeri Sembilan,1/1/2013,both,chinese,228.2,1587
Negeri Sembilan,1/1/2013,both,indian,151.7,1075
Negeri Sembilan,1/1/2014,both,bumi_malay,595.9,3441
Negeri Sembilan,1/1/2014,both,chinese,229.2,1696
Negeri Sembilan,1/1/2014,both,indian,153.5,1055
Negeri Sembilan,1/1/2015,both,bumi_malay,606.1,3598
Negeri Sembilan,1/1/2015,both,chinese,229.1,1727
Negeri Sembilan,1/1/2015,both,indian,152.6,1070
Negeri Sembilan,1/1/2016,both,bumi_malay,611.5,3683
Negeri Sembilan,1/1/2016,both,chinese,229.8,1755
Negeri Sembilan,1/1/2016,both,indian,153.7,1153
Negeri Sembilan,1/1/2017,both,bumi_malay,623.6,3871
Negeri Sembilan,1/1/2017,both,chinese,229.3,1799
Negeri Sembilan,1/1/2017,both,indian,154.3,1168
Negeri Sembilan,1/1/2018,both,bumi_malay,631.7,4022
Negeri Sembilan,1/1/2018,both,chinese,229.4,1828
Negeri Sembilan,1/1/2018,both,indian,154.1,1215
Negeri Sembilan,1/1/2019,both,bumi_malay,639.6,3947
Negeri Sembilan,1/1/2019,both,chinese,229.6,1871
Negeri Sembilan,1/1/2019,both,indian,154,1127
Negeri Sembilan,1/1/2020,both,bumi_malay,693.3,3825
Negeri Sembilan,1/1/2020,both,chinese,248.5,1841
Negeri Sembilan,1/1/2020,both,indian,161.6,1129
Negeri Sembilan,1/1/2021,both,bumi_malay,704.4,5076
Negeri Sembilan,1/1/2021,both,chinese,248.3,2189
Negeri Sembilan,1/1/2021,both,indian,162.4,1545
Negeri Sembilan,1/1/2022,both,bumi_malay,711.9,4806
Negeri Sembilan,1/1/2022,both,chinese,247.4,2183
Negeri Sembilan,1/1/2022,both,indian,162.4,1371
